 # Frame           85  - Time t =   0.16999956480111517     
 # x y u(x,y)
       0.000000       0.000000       0.000000
       0.040000       0.000000       0.000000
       0.080000       0.000000       0.000000
       0.120000       0.000000       0.000000
       0.160000       0.000000       0.000000
       0.200000       0.000000       0.000000
       0.240000       0.000000       0.000000
       0.280000       0.000000       0.000000
       0.320000       0.000000       0.000000
       0.360000       0.000000       0.000000
       0.400000       0.000000       0.000000
       0.440000       0.000000       0.000000
       0.480000       0.000000       0.000000
       0.520000       0.000000       0.000000
       0.560000       0.000000       0.000000
       0.600000       0.000000       0.000000
       0.640000       0.000000       0.000000
       0.680000       0.000000       0.000000
       0.720000       0.000000       0.000000
       0.760000       0.000000       0.000000
       0.800000       0.000000       0.000000
       0.840000       0.000000       0.000000
       0.880000       0.000000       0.000000
       0.920000       0.000000       0.000000
       0.960000       0.000000       0.000000
       1.000000       0.000000       0.000000
       1.040000       0.000000       0.000000
       1.080000       0.000000       0.000000
       1.120000       0.000000       0.000000
       1.160000       0.000000       0.000000
       1.200000       0.000000       0.000000
       1.240000       0.000000       0.000000
       1.280000       0.000000       0.000000
       1.320000       0.000000       0.000000
       1.360000       0.000000       0.000000
       1.400000       0.000000       0.000000
       1.440000       0.000000       0.000000
       1.480000       0.000000       0.000000
       1.520000       0.000000       0.000000
       1.560000       0.000000       0.000000
       1.600000       0.000000       0.000000
       1.640000       0.000000       0.000000
       1.680000       0.000000       0.000000
       1.720000       0.000000       0.000000
       1.760000       0.000000       0.000000
       1.800000       0.000000       0.000000
       1.840000       0.000000       0.000000
       1.880000       0.000000       0.000000
       1.920000       0.000000       0.000000
       1.960000       0.000000       0.000000
       2.000000       0.000000       0.000000
 
       0.000000       0.040000       0.000000
       0.040000       0.040000       0.000001
       0.080000       0.040000       0.000002
       0.120000       0.040000       0.000003
       0.160000       0.040000       0.000004
       0.200000       0.040000       0.000005
       0.240000       0.040000       0.000006
       0.280000       0.040000       0.000008
       0.320000       0.040000       0.000010
       0.360000       0.040000       0.000012
       0.400000       0.040000       0.000015
       0.440000       0.040000       0.000018
       0.480000       0.040000       0.000022
       0.520000       0.040000       0.000027
       0.560000       0.040000       0.000033
       0.600000       0.040000       0.000041
       0.640000       0.040000       0.000050
       0.680000       0.040000       0.000062
       0.720000       0.040000       0.000076
       0.760000       0.040000       0.000094
       0.800000       0.040000       0.000116
       0.840000       0.040000       0.000143
       0.880000       0.040000       0.000176
       0.920000       0.040000       0.000217
       0.960000       0.040000       0.000266
       1.000000       0.040000       0.000327
       1.040000       0.040000       0.000401
       1.080000       0.040000       0.000491
       1.120000       0.040000       0.000600
