 # Frame           93  - Time t =   0.18599952384122015     
 # x y u(x,y)
       0.000000       0.000000       0.000000
       0.040000       0.000000       0.000000
       0.080000       0.000000       0.000000
       0.120000       0.000000       0.000000
       0.160000       0.000000       0.000000
       0.200000       0.000000       0.000000
       0.240000       0.000000       0.000000
       0.280000       0.000000       0.000000
       0.320000       0.000000       0.000000
       0.360000       0.000000       0.000000
       0.400000       0.000000       0.000000
       0.440000       0.000000       0.000000
       0.480000       0.000000       0.000000
       0.520000       0.000000       0.000000
       0.560000       0.000000       0.000000
       0.600000       0.000000       0.000000
       0.640000       0.000000       0.000000
       0.680000       0.000000       0.000000
       0.720000       0.000000       0.000000
       0.760000       0.000000       0.000000
       0.800000       0.000000       0.000000
       0.840000       0.000000       0.000000
       0.880000       0.000000       0.000000
       0.920000       0.000000       0.000000
       0.960000       0.000000       0.000000
       1.000000       0.000000       0.000000
       1.040000       0.000000       0.000000
       1.080000       0.000000       0.000000
       1.120000       0.000000       0.000000
       1.160000       0.000000       0.000000
       1.200000       0.000000       0.000000
       1.240000       0.000000       0.000000
       1.280000       0.000000       0.000000
       1.320000       0.000000       0.000000
       1.360000       0.000000       0.000000
       1.400000       0.000000       0.000000
       1.440000       0.000000       0.000000
       1.480000       0.000000       0.000000
       1.520000       0.000000       0.000000
       1.560000       0.000000       0.000000
       1.600000       0.000000       0.000000
       1.640000       0.000000       0.000000
       1.680000       0.000000       0.000000
       1.720000       0.000000       0.000000
       1.760000       0.000000       0.000000
       1.800000       0.000000       0.000000
       1.840000       0.000000       0.000000
       1.880000       0.000000       0.000000
       1.920000       0.000000       0.000000
       1.960000       0.000000       0.000000
       2.000000       0.000000       0.000000
 
       0.000000       0.040000       0.000000
       0.040000       0.040000       0.000002
       0.080000       0.040000       0.000003
       0.120000       0.040000       0.000005
       0.160000       0.040000       0.000007
       0.200000       0.040000       0.000009
       0.240000       0.040000       0.000011
       0.280000       0.040000       0.000013
       0.320000       0.040000       0.000016
       0.360000       0.040000       0.000020
       0.400000       0.040000       0.000024
       0.440000       0.040000       0.000029
       0.480000       0.040000       0.000034
       0.520000       0.040000       0.000041
       0.560000       0.040000       0.000050
       0.600000       0.040000       0.000060
       0.640000       0.040000       0.000073
       0.680000       0.040000       0.000089
       0.720000       0.040000       0.000108
       0.760000       0.040000       0.000131
       0.800000       0.040000       0.000159
       0.840000       0.040000       0.000193
       0.880000       0.040000       0.000234
       0.920000       0.040000       0.000285
       0.960000       0.040000       0.000346
       1.000000       0.040000       0.000419
       1.040000       0.040000       0.000508
       1.080000       0.040000       0.000614
       1.120000       0.040000       0.000743
