 # Frame           97  - Time t =   0.19399950336127264     
 # x y u(x,y)
       0.000000       0.000000       0.000000
       0.040000       0.000000       0.000000
       0.080000       0.000000       0.000000
       0.120000       0.000000       0.000000
       0.160000       0.000000       0.000000
       0.200000       0.000000       0.000000
       0.240000       0.000000       0.000000
       0.280000       0.000000       0.000000
       0.320000       0.000000       0.000000
       0.360000       0.000000       0.000000
       0.400000       0.000000       0.000000
       0.440000       0.000000       0.000000
       0.480000       0.000000       0.000000
       0.520000       0.000000       0.000000
       0.560000       0.000000       0.000000
       0.600000       0.000000       0.000000
       0.640000       0.000000       0.000000
       0.680000       0.000000       0.000000
       0.720000       0.000000       0.000000
       0.760000       0.000000       0.000000
       0.800000       0.000000       0.000000
       0.840000       0.000000       0.000000
       0.880000       0.000000       0.000000
       0.920000       0.000000       0.000000
       0.960000       0.000000       0.000000
       1.000000       0.000000       0.000000
       1.040000       0.000000       0.000000
       1.080000       0.000000       0.000000
       1.120000       0.000000       0.000000
       1.160000       0.000000       0.000000
       1.200000       0.000000       0.000000
       1.240000       0.000000       0.000000
       1.280000       0.000000       0.000000
       1.320000       0.000000       0.000000
       1.360000       0.000000       0.000000
       1.400000       0.000000       0.000000
       1.440000       0.000000       0.000000
       1.480000       0.000000       0.000000
       1.520000       0.000000       0.000000
       1.560000       0.000000       0.000000
       1.600000       0.000000       0.000000
       1.640000       0.000000       0.000000
       1.680000       0.000000       0.000000
       1.720000       0.000000       0.000000
       1.760000       0.000000       0.000000
       1.800000       0.000000       0.000000
       1.840000       0.000000       0.000000
       1.880000       0.000000       0.000000
       1.920000       0.000000       0.000000
       1.960000       0.000000       0.000000
       2.000000       0.000000       0.000000
 
       0.000000       0.040000       0.000000
       0.040000       0.040000       0.000002
       0.080000       0.040000       0.000004
       0.120000       0.040000       0.000006
       0.160000       0.040000       0.000009
       0.200000       0.040000       0.000011
       0.240000       0.040000       0.000014
       0.280000       0.040000       0.000017
       0.320000       0.040000       0.000020
       0.360000       0.040000       0.000025
       0.400000       0.040000       0.000029
       0.440000       0.040000       0.000035
       0.480000       0.040000       0.000042
       0.520000       0.040000       0.000050
       0.560000       0.040000       0.000060
       0.600000       0.040000       0.000072
       0.640000       0.040000       0.000087
       0.680000       0.040000       0.000105
       0.720000       0.040000       0.000126
       0.760000       0.040000       0.000152
       0.800000       0.040000       0.000183
       0.840000       0.040000       0.000221
       0.880000       0.040000       0.000267
       0.920000       0.040000       0.000322
       0.960000       0.040000       0.000389
       1.000000       0.040000       0.000469
       1.040000       0.040000       0.000565
       1.080000       0.040000       0.000680
       1.120000       0.040000       0.000818
